temperature_c,elapsed_minutes,delay_minutes,delayed_this_minute,distance_remaining_km,risk_score,anomaly_score,confidence,remaining_safe_minutes,label_escalate,risk_level_now
8.0,83,74,1,7.08,3.2,0.7,0.71,157,0,CRITICAL
8.0,84,75,1,7.08,3.2,0.7,0.71,156,0,CRITICAL
8.0,85,76,1,7.08,3.2,0.7,0.71,155,0,CRITICAL
7.92,86,77,1,7.08,3.2,0.7,0.71,154,0,CRITICAL
7.85,87,78,1,7.08,3.2,0.7,0.71,153,0,CRITICAL
7.7,88,79,1,7.08,3.2,0.7,0.71,152,0,CRITICAL
7.82,89,80,1,7.08,3.2,0.7,0.71,151,0,CRITICAL
7.52,90,81,1,7.08,3.2,0.7,0.71,150,0,CRITICAL
7.5,91,82,1,7.08,2.2,0.7,0.59,149,0,HIGH
7.48,92,83,1,7.08,2.2,0.7,0.59,148,0,HIGH
7.54,93,84,1,7.08,3.2,0.7,0.71,147,0,CRITICAL
7.39,94,85,1,7.08,2.2,0.7,0.59,146,0,HIGH
7.47,95,86,1,7.08,2.2,0.7,0.59,145,0,HIGH
7.32,96,87,1,7.08,2.2,0.7,0.59,144,0,HIGH
7.19,97,87,0,6.71,2.2,0.7,0.59,143,0,HIGH
7.12,98,88,1,6.71,2.2,0.7,0.59,142,0,HIGH
7.1,99,89,1,6.71,2.2,0.7,0.59,141,0,HIGH
6.84,100,89,0,6.34,2.2,0.7,0.59,140,0,HIGH
6.83,101,90,1,6.34,2.2,0.7,0.59,139,0,HIGH
6.72,102,90,0,5.97,2.2,0.7,0.59,138,0,HIGH
6.63,103,90,0,5.6,2.2,0.7,0.59,137,0,HIGH
6.68,104,91,1,5.6,2.2,0.7,0.59,136,0,HIGH
6.57,105,92,1,5.6,2.2,0.7,0.59,135,0,HIGH
6.52,106,93,1,5.6,2.2,0.7,0.59,134,0,HIGH
7.71,107,94,1,5.6,3.2,0.7,0.71,133,0,CRITICAL
8.0,108,95,1,5.6,3.2,0.7,0.71,132,0,CRITICAL
8.0,109,96,1,5.6,3.2,0.7,0.71,131,0,CRITICAL
8.0,110,97,1,5.6,3.2,0.7,0.71,130,0,CRITICAL
7.93,111,98,1,5.6,3.2,0.7,0.71,129,0,CRITICAL
7.92,112,99,1,5.6,3.2,0.7,0.71,128,0,CRITICAL
7.91,113,100,1,5.6,3.2,0.7,0.71,127,0,CRITICAL
7.79,114,101,1,5.6,3.2,0.7,0.71,126,0,CRITICAL
7.8,115,102,1,5.6,3.2,0.7,0.71,125,0,CRITICAL
7.79,116,103,1,5.6,3.2,0.7,0.71,124,0,CRITICAL
7.74,117,103,0,5.23,3.2,0.7,0.71,123,0,CRITICAL
7.5,118,103,0,4.86,2.2,0.7,0.59,122,0,HIGH
7.44,119,104,1,4.86,2.2,0.7,0.59,121,0,HIGH
7.46,120,105,1,4.86,2.2,0.7,0.59,120,0,HIGH
7.32,121,105,0,4.49,2.2,0.7,0.59,119,0,HIGH
7.22,122,106,1,4.49,2.2,0.7,0.59,118,0,HIGH
7.1,123,107,1,4.49,2.2,0.7,0.59,117,0,HIGH
7.04,124,108,1,4.49,2.2,0.7,0.59,116,0,HIGH
7.09,125,109,1,4.49,2.2,0.7,0.59,115,0,HIGH
7.2,126,110,1,4.49,2.2,0.7,0.59,114,0,HIGH
7.11,127,111,1,4.49,2.2,0.7,0.59,113,0,HIGH
7.08,128,112,1,4.49,2.2,0.7,0.59,112,0,HIGH
7.13,129,113,1,4.49,2.2,0.7,0.59,111,0,HIGH
7.13,130,114,1,4.49,2.2,0.7,0.59,110,0,HIGH
7.09,131,115,1,4.49,2.2,0.7,0.59,109,0,HIGH
7.04,132,116,1,4.49,2.2,0.7,0.59,108,0,HIGH
7.06,133,117,1,4.49,2.2,0.7,0.59,107,0,HIGH
7.06,134,118,1,4.49,2.2,0.7,0.59,106,0,HIGH
7.05,135,119,1,4.49,2.2,0.7,0.59,105,0,HIGH
7.12,136,120,1,4.49,2.2,0.7,0.59,104,0,HIGH
7.04,137,121,1,4.49,2.2,0.7,0.59,103,0,HIGH
6.8,138,121,0,4.12,2.2,0.7,0.59,102,0,HIGH
6.89,139,122,1,4.12,2.2,0.7,0.59,101,0,HIGH
6.79,140,123,1,4.12,2.2,0.7,0.59,100,0,HIGH
6.7,141,124,1,4.12,2.2,0.7,0.59,99,0,HIGH
6.59,142,125,1,4.12,2.2,0.7,0.59,98,0,HIGH
6.5,143,125,0,3.75,2.2,0.7,0.59,97,0,HIGH
6.59,144,126,1,3.75,2.2,0.7,0.59,96,0,HIGH
6.51,145,127,1,3.75,2.2,0.7,0.59,95,0,HIGH
6.55,146,128,1,3.75,2.2,0.7,0.59,94,0,HIGH
6.45,147,129,1,3.75,2.2,0.7,0.59,93,0,HIGH
6.25,148,130,1,3.75,2.2,0.7,0.59,92,0,HIGH
6.92,149,131,1,3.75,2.2,0.7,0.59,91,0,HIGH
7.38,150,132,1,3.75,2.2,0.7,0.59,90,0,HIGH
7.58,151,133,1,3.75,3.2,0.7,0.71,89,0,CRITICAL
7.76,152,134,1,3.75,3.2,0.7,0.71,88,0,CRITICAL
7.82,153,135,1,3.75,3.2,0.7,0.71,87,0,CRITICAL
8.0,154,136,1,3.75,3.2,0.7,0.71,86,0,CRITICAL
7.74,155,136,0,3.38,3.2,0.7,0.71,85,0,CRITICAL
7.57,156,136,0,3.01,3.2,0.7,0.71,84,0,CRITICAL
7.31,157,136,0,2.64,2.2,0.7,0.59,83,0,HIGH
7.36,158,137,1,2.64,2.2,0.7,0.59,82,0,HIGH
7.37,159,138,1,2.64,2.2,0.7,0.59,81,0,HIGH
7.34,160,139,1,2.64,2.2,0.7,0.59,80,0,HIGH
7.22,161,140,1,2.64,2.2,0.7,0.59,79,0,HIGH
7.14,162,141,1,2.64,2.2,0.7,0.59,78,0,HIGH
7.26,163,142,1,2.64,2.2,0.7,0.59,77,0,HIGH
8.0,164,143,1,2.64,3.2,0.7,0.71,76,0,CRITICAL
8.0,165,144,1,2.64,3.2,0.7,0.71,75,0,CRITICAL
8.0,166,145,1,2.64,3.2,0.7,0.71,74,0,CRITICAL
8.0,167,146,1,2.64,3.2,0.7,0.71,73,0,CRITICAL
7.94,168,147,1,2.64,3.2,0.7,0.71,72,0,CRITICAL
7.79,169,148,1,2.64,3.2,0.7,0.71,71,0,CRITICAL
7.73,170,149,1,2.64,3.2,0.7,0.71,70,0,CRITICAL
7.58,171,150,1,2.64,3.2,0.7,0.71,69,0,CRITICAL
7.46,172,151,1,2.64,2.2,0.7,0.59,68,0,HIGH
7.43,173,152,1,2.64,2.2,0.7,0.59,67,0,HIGH
7.35,174,153,1,2.64,2.2,0.7,0.59,66,0,HIGH
7.23,175,154,1,2.64,2.2,0.7,0.59,65,0,HIGH
7.23,176,155,1,2.64,2.2,0.7,0.59,64,0,HIGH
7.09,177,156,1,2.64,2.2,0.7,0.59,63,0,HIGH
6.93,178,156,0,2.27,2.2,0.7,0.59,62,0,HIGH
7.02,179,157,1,2.27,2.2,0.7,0.59,61,0,HIGH
7.04,180,158,1,2.27,2.2,0.7,0.59,60,0,HIGH
6.91,181,159,1,2.27,2.2,0.7,0.59,59,0,HIGH
8.0,182,160,1,2.27,3.2,0.7,0.71,58,0,CRITICAL
8.0,183,161,1,2.27,3.2,0.7,0.71,57,0,CRITICAL
7.96,184,162,1,2.27,3.2,0.7,0.71,56,0,CRITICAL
7.93,185,163,1,2.27,3.2,0.7,0.71,55,0,CRITICAL
7.84,186,164,1,2.27,3.2,0.7,0.71,54,0,CRITICAL
7.72,187,165,1,2.27,3.2,0.7,0.71,53,0,CRITICAL
7.51,188,165,0,1.9,3.2,0.7,0.71,52,0,CRITICAL
7.35,189,166,1,1.9,2.2,0.7,0.59,51,0,HIGH
7.12,190,167,1,1.9,2.2,0.7,0.59,50,0,HIGH
8.0,191,168,1,1.9,3.2,0.7,0.71,49,0,CRITICAL
8.0,192,169,1,1.9,3.2,0.7,0.71,48,0,CRITICAL
8.0,193,170,1,1.9,4.2,0.7,0.83,47,0,CRITICAL
8.0,194,171,1,1.9,4.2,0.7,0.83,46,0,CRITICAL
7.93,195,171,0,1.53,4.2,0.7,0.83,45,0,CRITICAL
7.97,196,172,1,1.53,4.2,0.7,0.83,44,0,CRITICAL
7.98,197,173,1,1.53,4.2,0.7,0.83,43,0,CRITICAL
7.84,198,174,1,1.53,4.2,0.7,0.83,42,0,CRITICAL
7.82,199,175,1,1.53,4.2,0.7,0.83,41,0,CRITICAL
8.0,200,176,1,1.53,4.2,0.7,0.83,40,0,CRITICAL
8.0,201,177,1,1.53,4.2,0.7,0.83,39,0,CRITICAL
8.0,202,178,1,1.53,4.2,0.7,0.83,38,0,CRITICAL
8.0,203,179,1,1.53,4.2,0.7,0.83,37,0,CRITICAL
7.81,204,180,1,1.53,4.2,0.7,0.83,36,0,CRITICAL
7.81,205,181,1,1.53,4.2,0.7,0.83,35,0,CRITICAL
7.76,206,182,1,1.53,4.2,0.7,0.83,34,0,CRITICAL
7.6,207,182,0,1.16,4.2,0.7,0.83,33,0,CRITICAL
7.36,208,182,0,0.79,3.2,0.7,0.71,32,0,CRITICAL
7.88,209,182,0,0.42,4.2,0.7,0.83,31,0,CRITICAL
8.0,210,182,0,0.0,4.2,0.7,0.83,30,0,CRITICAL
3.74,1,0,0,24.44,2.6,0.6,0.58,239,0,HIGH
3.39,2,0,0,23.94,2.6,0.6,0.58,238,0,HIGH
3.15,3,0,0,23.45,2.6,0.6,0.58,237,0,HIGH
2.74,4,0,0,22.95,2.6,0.6,0.58,236,0,HIGH
2.4,5,0,0,22.45,2.6,0.6,0.58,235,0,HIGH
2.16,6,0,0,21.95,2.6,0.6,0.58,234,0,HIGH
2.19,7,0,0,21.45,2.6,0.6,0.58,233,0,HIGH
2.12,8,0,0,20.95,2.6,0.6,0.58,232,0,HIGH
2.17,9,0,0,20.46,2.6,0.6,0.58,231,0,HIGH
2.14,10,0,0,1.09,2.6,0.6,0.58,230,0,HIGH
2.04,11,0,0,0.59,2.6,0.6,0.58,229,0,HIGH
2.12,12,0,0,0.0,2.6,0.6,0.58,228,0,HIGH
