temperature_c,elapsed_minutes,delay_minutes,delayed_this_minute,distance_remaining_km,risk_score,anomaly_score,confidence,remaining_safe_minutes,label_escalate,risk_level_now
8.0,223,205,1,4.53,3.2,0.7,0.71,497,0,CRITICAL
7.99,224,206,1,4.53,3.2,0.7,0.71,496,0,CRITICAL
7.91,225,207,1,4.53,3.2,0.7,0.71,495,0,CRITICAL
7.92,226,208,1,4.53,3.2,0.7,0.71,494,0,CRITICAL
7.74,227,209,1,4.53,3.2,0.7,0.71,493,0,CRITICAL
7.6,228,210,1,4.53,3.2,0.7,0.71,492,0,CRITICAL
7.64,229,211,1,4.53,3.2,0.7,0.71,491,0,CRITICAL
7.57,230,212,1,4.53,3.2,0.7,0.71,490,0,CRITICAL
7.51,231,213,1,4.53,3.2,0.7,0.71,489,0,CRITICAL
7.46,232,214,1,4.53,2.2,0.7,0.59,488,0,HIGH
7.24,233,215,1,4.53,2.2,0.7,0.59,487,0,HIGH
7.23,234,216,1,4.53,2.2,0.7,0.59,486,0,HIGH
7.2,235,217,1,4.53,2.2,0.7,0.59,485,0,HIGH
7.24,236,218,1,4.53,2.2,0.7,0.59,484,0,HIGH
7.25,237,219,1,4.53,2.2,0.7,0.59,483,0,HIGH
7.25,238,220,1,4.53,2.2,0.7,0.59,482,0,HIGH
7.09,239,221,1,4.53,2.2,0.7,0.59,481,0,HIGH
7.11,240,222,1,4.53,2.2,0.7,0.59,480,0,HIGH
8.0,241,223,1,4.53,3.2,0.7,0.71,479,0,CRITICAL
8.0,242,224,1,4.53,3.2,0.7,0.71,478,0,CRITICAL
8.0,243,224,0,4.19,3.2,0.7,0.71,477,0,CRITICAL
8.0,244,225,1,4.19,3.2,0.7,0.71,476,0,CRITICAL
8.0,245,226,1,4.19,3.2,0.7,0.71,475,0,CRITICAL
7.41,246,227,1,4.19,2.2,0.7,0.59,474,0,HIGH
6.8,247,228,1,4.19,2.2,0.7,0.59,473,0,HIGH
6.39,248,229,1,4.19,2.2,0.7,0.59,472,0,HIGH
6.19,249,230,1,4.19,2.2,0.7,0.59,471,0,HIGH
6.01,250,231,1,4.19,2.2,0.7,0.59,470,0,HIGH
5.89,251,232,1,4.19,2.2,0.7,0.59,469,0,HIGH
5.94,252,233,1,4.19,2.2,0.7,0.59,468,0,HIGH
5.93,253,234,1,4.19,2.2,0.7,0.59,467,0,HIGH
5.99,254,234,0,3.84,2.2,0.7,0.59,466,0,HIGH
5.75,255,234,0,3.5,2.2,0.7,0.59,465,0,HIGH
5.81,256,235,1,3.5,2.2,0.7,0.59,464,0,HIGH
5.7,257,236,1,3.5,2.2,0.7,0.59,463,0,HIGH
6.82,258,236,0,3.15,2.2,0.7,0.59,462,0,HIGH
7.68,259,237,1,3.15,3.2,0.7,0.71,461,0,CRITICAL
8.0,260,238,1,3.15,3.2,0.7,0.71,460,0,CRITICAL
7.85,261,239,1,3.15,3.2,0.7,0.71,459,0,CRITICAL
7.83,262,240,1,3.15,3.2,0.7,0.71,458,0,CRITICAL
7.65,263,241,1,3.15,3.2,0.7,0.71,457,0,CRITICAL
7.72,264,242,1,3.15,3.2,0.7,0.71,456,0,CRITICAL
7.68,265,243,1,3.15,3.2,0.7,0.71,455,0,CRITICAL
7.56,266,244,1,3.15,3.2,0.7,0.71,454,0,CRITICAL
7.4,267,245,1,3.15,2.2,0.7,0.59,453,0,HIGH
7.28,268,246,1,3.15,2.2,0.7,0.59,452,0,HIGH
7.18,269,247,1,3.15,2.2,0.7,0.59,451,0,HIGH
8.0,270,248,1,3.15,3.2,0.7,0.71,450,0,CRITICAL
8.0,271,248,0,2.8,3.2,0.7,0.71,449,0,CRITICAL
8.0,272,249,1,2.8,3.2,0.7,0.71,448,0,CRITICAL
8.0,273,250,1,2.8,3.2,0.7,0.71,447,0,CRITICAL
8.0,274,251,1,2.8,3.2,0.7,0.71,446,0,CRITICAL
8.0,275,252,1,2.8,3.2,0.7,0.71,445,0,CRITICAL
8.0,276,253,1,2.8,3.2,0.7,0.71,444,0,CRITICAL
7.83,277,253,0,2.46,3.2,0.7,0.71,443,0,CRITICAL
8.0,278,254,1,2.46,3.2,0.7,0.71,442,0,CRITICAL
8.0,279,255,1,2.46,3.2,0.7,0.71,441,0,CRITICAL
8.0,280,256,1,2.46,3.2,0.7,0.71,440,0,CRITICAL
8.0,281,257,1,2.46,3.2,0.7,0.71,439,0,CRITICAL
8.0,282,258,1,2.46,3.2,0.7,0.71,438,0,CRITICAL
8.0,283,258,0,2.11,3.2,0.7,0.71,437,0,CRITICAL
8.0,284,259,1,2.11,3.2,0.7,0.71,436,0,CRITICAL
8.0,285,260,1,2.11,3.2,0.7,0.71,435,0,CRITICAL
8.0,286,261,1,2.11,3.2,0.7,0.71,434,0,CRITICAL
8.0,287,262,1,2.11,3.2,0.7,0.71,433,0,CRITICAL
7.98,288,263,1,2.11,3.2,0.7,0.71,432,0,CRITICAL
8.0,289,264,1,2.11,3.2,0.7,0.71,431,0,CRITICAL
8.0,290,265,1,2.11,3.2,0.7,0.71,430,0,CRITICAL
8.0,291,266,1,2.11,3.2,0.7,0.71,429,0,CRITICAL
8.0,292,267,1,2.11,3.2,0.7,0.71,428,0,CRITICAL
8.0,293,267,0,1.77,3.2,0.7,0.71,427,0,CRITICAL
7.91,294,267,0,1.42,3.2,0.7,0.71,426,0,CRITICAL
7.67,295,267,0,1.08,3.2,0.7,0.71,425,0,CRITICAL
7.66,296,268,1,1.08,3.2,0.7,0.71,424,0,CRITICAL
7.5,297,269,1,1.08,2.2,0.7,0.59,423,0,HIGH
7.37,298,270,1,1.08,2.2,0.7,0.59,422,0,HIGH
7.41,299,271,1,1.08,2.2,0.7,0.59,421,0,HIGH
7.31,300,272,1,1.08,2.2,0.7,0.59,420,0,HIGH
7.22,301,273,1,1.08,2.2,0.7,0.59,419,0,HIGH
7.11,302,274,1,1.08,2.2,0.7,0.59,418,0,HIGH
6.98,303,275,1,1.08,2.2,0.7,0.59,417,0,HIGH
6.86,304,276,1,1.08,2.2,0.7,0.59,416,0,HIGH
8.0,305,277,1,1.08,3.2,0.7,0.71,415,0,CRITICAL
8.0,306,278,1,1.08,3.2,0.7,0.71,414,0,CRITICAL
8.0,307,279,1,1.08,3.2,0.7,0.71,413,0,CRITICAL
8.0,308,280,1,1.08,3.2,0.7,0.71,412,0,CRITICAL
7.85,309,281,1,1.08,3.2,0.7,0.71,411,0,CRITICAL
7.79,310,282,1,1.08,3.2,0.7,0.71,410,0,CRITICAL
7.67,311,283,1,1.08,3.2,0.7,0.71,409,0,CRITICAL
7.57,312,284,1,1.08,3.2,0.7,0.71,408,0,CRITICAL
7.5,313,285,1,1.08,2.2,0.7,0.59,407,0,HIGH
7.45,314,286,1,1.08,2.2,0.7,0.59,406,0,HIGH
7.43,315,287,1,1.08,2.2,0.7,0.59,405,0,HIGH
7.34,316,288,1,1.08,2.2,0.7,0.59,404,0,HIGH
7.26,317,288,0,0.73,2.2,0.7,0.59,403,0,HIGH
7.14,318,288,0,0.39,2.2,0.7,0.59,402,0,HIGH
7.01,319,288,0,0.0,2.2,0.7,0.59,401,0,HIGH
3.95,1,0,0,21.27,0.01,0.01,0.4,719,0,LOW
5.42,2,0,0,20.91,0.22,0.22,0.42,718,0,LOW
6.3,3,1,1,20.91,0.4,0.4,0.44,717,0,LOW
5.91,4,1,0,20.55,0.14,0.14,0.41,716,0,LOW
5.61,5,1,0,20.2,0.08,0.08,0.41,715,0,LOW
5.13,6,1,0,19.84,0.01,0.01,0.4,714,0,LOW
4.86,7,1,0,19.48,0.03,0.03,0.4,713,0,LOW
4.64,8,1,0,19.12,0.06,0.06,0.41,712,0,LOW
4.23,9,1,0,18.76,0.12,0.12,0.41,711,0,LOW
4.13,10,1,0,18.4,0.12,0.12,0.41,710,0,LOW
4.98,11,1,0,18.04,0.06,0.06,0.41,709,0,LOW
5.34,12,2,1,18.04,0.4,0.4,0.44,708,0,LOW
5.59,13,3,1,18.04,0.4,0.4,0.44,707,0,LOW
5.68,14,4,1,18.04,0.4,0.4,0.44,706,0,LOW
5.65,15,5,1,18.04,0.4,0.4,0.44,705,0,LOW
5.4,16,6,1,18.04,0.4,0.4,0.44,704,0,LOW
5.09,17,7,1,18.04,0.4,0.4,0.44,703,0,LOW
4.69,18,8,1,18.04,0.4,0.4,0.44,702,0,LOW
4.59,19,9,1,18.04,0.4,0.4,0.44,701,0,LOW
6.04,20,9,0,17.68,0.2,0.2,0.42,700,0,LOW
6.81,21,9,0,17.32,0.23,0.23,0.42,699,0,LOW
7.23,22,9,0,16.96,0.2,0.2,0.42,698,0,LOW
7.15,23,9,0,16.6,0.15,0.15,0.41,697,0,LOW
6.93,24,9,0,16.24,0.1,0.1,0.41,696,0,LOW
6.44,25,10,1,16.24,0.4,0.4,0.44,695,0,LOW
5.94,26,10,0,15.88,0.06,0.06,0.41,694,0,LOW
5.51,27,10,0,15.53,0.11,0.11,0.41,693,0,LOW
6.76,28,10,0,15.17,0.11,0.11,0.41,692,0,LOW
7.25,29,10,0,14.81,0.16,0.16,0.42,691,0,LOW
7.38,30,10,0,14.45,0.14,0.14,0.41,690,0,LOW
7.03,31,10,0,14.09,0.07,0.07,0.41,689,0,LOW
6.68,32,10,0,13.73,0.0,0.0,0.4,688,0,LOW
6.18,33,10,0,13.37,0.1,0.1,0.41,687,0,LOW
5.86,34,10,0,13.01,0.14,0.14,0.41,686,0,LOW
5.49,35,10,0,12.65,0.17,0.17,0.42,685,0,LOW
5.11,36,10,0,12.29,0.18,0.18,0.42,684,0,LOW
4.75,37,10,0,11.93,0.18,0.18,0.42,683,0,LOW
6.26,38,10,0,11.57,0.07,0.07,0.41,682,0,LOW
7.15,39,10,0,11.21,0.18,0.18,0.42,681,0,LOW
7.65,40,10,0,10.85,1.18,0.18,0.54,680,0,MODERATE
7.74,41,10,0,10.5,1.15,0.15,0.54,679,0,MODERATE
7.22,42,10,0,10.14,0.07,0.07,0.41,678,0,LOW
6.8,43,10,0,9.78,0.0,0.0,0.4,677,0,LOW
6.39,44,11,1,9.78,0.4,0.4,0.44,676,0,LOW
6.12,45,12,1,9.78,0.4,0.4,0.44,675,0,LOW
5.92,46,13,1,9.78,0.4,0.4,0.44,674,0,LOW
5.59,47,14,1,9.78,0.4,0.4,0.44,673,0,LOW
6.6,48,15,1,9.78,0.4,0.4,0.44,672,0,LOW
7.07,49,16,1,9.78,0.4,0.4,0.44,671,0,LOW
7.26,50,17,1,9.78,0.4,0.4,0.44,670,0,LOW
7.35,51,18,1,9.78,0.4,0.4,0.44,669,0,LOW
7.21,52,19,1,9.78,0.4,0.4,0.44,668,0,LOW
7.1,53,20,1,9.78,0.4,0.4,0.44,667,0,LOW
6.77,54,21,1,9.78,0.4,0.4,0.44,666,0,LOW
6.28,55,21,0,9.42,0.14,0.14,0.41,665,0,LOW
6.02,56,22,1,9.42,0.4,0.4,0.44,664,0,LOW
5.73,57,22,0,9.06,0.18,0.18,0.42,663,0,LOW
5.5,58,22,0,8.7,0.17,0.17,0.42,662,0,LOW
5.18,59,22,0,8.34,0.18,0.18,0.42,661,0,LOW
5.01,60,22,0,7.98,0.16,0.16,0.42,660,1,LOW
4.81,61,23,1,7.98,0.4,0.4,0.44,659,1,LOW
4.48,62,23,0,7.62,0.16,0.16,0.42,658,1,LOW
4.27,63,23,0,7.26,0.15,0.15,0.42,657,1,LOW
3.95,64,23,0,6.9,0.16,0.16,0.42,656,1,LOW
3.7,65,24,1,6.9,0.4,0.4,0.44,655,1,LOW
3.53,66,25,1,6.9,0.4,0.4,0.44,654,1,LOW
3.36,67,25,0,6.54,0.13,0.13,0.41,653,1,LOW
3.12,68,25,0,6.18,0.14,0.14,0.41,652,1,LOW
2.98,69,25,0,5.82,0.13,0.13,0.41,651,1,LOW
